source,year,abstract,label
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"temu kembali citra yang mirip menggunakan metode histogram warna fuzzy dan chi-square distance telah jamak digunakan di dalam sistem temu ulang citra, tetapi temu balik dengan query teks tidak efektif jika deskripsi citra tidak mengambarkan konten yang terkandung dalam citra. Dari latar belakang tersebut, sistem yang diuji mampu menemukan kembali citra serupa serta mampu menemukan citra yang serupa dalam koleksi citra homogen dan heterogen dengan kesesuaian terhadap pengamatan manusia masing-masing sebesar 89,5% dan 78%.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"( 1 ) Dengan menggunakan metode Teorema Bayes dengan menggunakan probabilitas bersyarat sebagai dasarnya, Metode Bayes juga merupakan metode untuk menghasilkan estimasi parameter dengan menggabungkan informasi dari sampel dan informasi lain yang telah tersedia sebelumnya, menunjukkan bahwa program aplikasi menghasilkan nilai akurasi 90 % pada 15 sampel data gejala penyakit. Berdasarkan pengujian 15 sampel menunjukkan bahwa Program Aplikasi menghasilkan nilai ketepatan 90 0%. , berdasarkan 15 sampel gejala penyakit, dan juga dapat mengetahui solusi atau solusi yang tepat untuk menangani penyakit tersebut. 1 , yang merupakan dasar untuk diagnosis penyakit ini 2 3 4 s -.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"(2) Peramalan merupakan komponen pendukung dalam aktivitas perencanaan dalam membuat prediksi bisnis untuk mendapatkan hasil yang maksimal, dan hasil pengujian MAPE (Mean Absolute Percentage Error) menunjukkan hasil yang sangat baik, dengan tingkat kesalahan yang paling kecil, untuk meramalkan jumlah stok barang di CV. Annora Asia, dengan menggunakan metode double exponential smoothing menghasilkan hasil yang cukup besar, karena ditemukan nilai sebesar 4,82866%.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"(UMKM) Cornnies dan Indri collection adalah perusahaan kecil yang dimiliki dan dikelola oleh seseorang atau dimiliki oleh sekelompok kecil orang dengan jumlah kekayaan dan pendapatan tertentu, oleh karena itu diperlukan aplikasi untuk mendukung pengambilan keputusan mengenai pemilihan media online sebagai sarana periklanan. Keputusan ini telah diuji dengan membandingkan hasil output sistem dengan hasil keputusan manual. Keputusan tersebut telah dievaluasi dengan perbandingan hasil output Sistem dengan hasil Keputusan Manual. - Keputusan ini dibuat dalam hal ini.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"Untuk mengatasi masalah tersebut, PT. Angkasa Pura I berperan penuh dalam mengatasi masalah ini, dengan menggunakan kartu RFID sebagai alat identifikasi atau pemberian pas bandara yang digunakan oleh pegawai eksternal sebagai izin memasuki area tertentu, sistem ini juga mampu meningkatkan kinerja petugas keamanan, mudah dioperasikan, dapat dijadikan laporan pendataan pelanggan yang masuk atau keluar di area bandara secara jelas dan terperinci, dan memudahkan petugas dalam pencatatan dan manajemen data pelanggan. Data pelanggan tertentu yang dirahasiakan juga didukung oleh model algoritma RSA, yang merupakan algoritma enkripsi dan deskripsi kriptografi yang digunakan untuk memastikan bahwa data yang disimpan dapat diakses. prosedur keamanan ( ) ( 1 ) - ( 2 ). (2) , (3) ` dari pihak berwenang ,. untuk tujuan pada s , dan keamanan , yang diperlukan. , dll , untuk ; yang dapat digunakan.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"Ini diharapkan dapat membantu mengelola dan mendokumentasikan semua surat yang ada di BPAD (Badan Perpustakaan Arsip dan Dokumentasi) Kabupaten malang, baik surat masuk maupun surat keluar, dengan cara dienkripsi menggunakan algoritma BLOWFISH untuk mengamankan data arsip surat yang penting agar data aman dan jauh dari penyalahgunaan. aplikasi ini dapat memfasilitasi pencarian data, penyimpanan arsip dan mengamankan arsip gambar di BPD kabupaten malang menggunakan algoritma blowfish , sehingga aman dan terhindar dari penyalahgunaan data. Data aman dan Jauh Dari Resiko Penyalahgunaan.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"Di bawah usia anak-anak, pengenalan bahasa Inggris harus dilakukan dengan cara yang menyenangkan, salah satunya adalah dengan menggunakan aplikasi pembelajaran yang dilengkapi dengan permainan, aplikasi ini dijalankan dengan menggunakan sensor Kinect dan menggunakan algoritma Fisher-Yates Shuffle untuk pengacakan soal pada permainan, sehingga aplikasi ini dapat digunakan sebagai alternatif media pengenalan Bahasa Inggris pada anak dengan permainan yang melibatkan aktivitas motorik. (2) Hasil pengujian yang telah dilakukan pada anak sekolah dasar menunjukkan bahwa aplikasi tersebut memiliki tingkat kepuasan hingga 80%. , oleh karena itu, aplikasi tersebut dapat digunakan.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"(1) Penentuan lokasi klinik untuk pemeriksaan Infeksi Menular Seksual (IMS) merupakan kebutuhan, khususnya di Kabupaten MALANG, yang memiliki karakteristik khusus yang rentan terhadap keadaan ini, seperti jumlah lokalisasi, ketersediaan fasilitas laboratorium di Puskemas, jumlah TKI/TKW, dan jumlah pengguna narkoba suntik pada masing-masing kecamatan di Jawa Timur, dengan kriteria yang telah ditetapkan, nilai kriteria diperoleh dari input pengguna untuk menentukan tingkat kepentingan masingmasing kriteria, sedangkan nilai alternatif akan divisualisasikan ke dalam peta Sistem Informasi Geografis atau GIS, sehingga profil masing-kasus tersebut harus ditentukan oleh masing-tindakan pencegahan kasus tersebut, sehingga dapat diidentifikasi dalam kasus tersebut. kasus ini, yang bersangkutan, dimana kasus tersebut adalah bahwa kasus yang paling rentan terhadap kasus ini , yang berbeda, yang terkait dengan kasus ini. , dan sebagai daerah penyebaran HIV/T, yang relevansi, dan tingkat penyebarannya.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"TIK dapat membantu pekerjaan manusia, khususnya yang berkaitan dengan pemrosesan atau distribusi informasi, namun, seiring dengan perkembangan tersebut, sistem keamanan yang dapat melindungi suatu informasi menggunakan ilmu untuk menyembunyikan atau mengamankan suatu pesan atau informasi ke dalam pesan lain, yaitu dengan teknik steganografi serta proses penyandian informasi atau data rahasia yang berbentuk teks menjadi bentuk lain yang tidak dapat dipahami, yaitu teknik kriptografi. Dengan menggabungkan kedua metode tersebut, pesan dan informasi yang disembunyikan akan sulit untuk dipecahkan atau dibobol. karena memiliki dua tingkat keamanan.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"Ini mengusulkan sistem pendukung keputusan untuk menentukan tanaman obat berdasarkan jenis penyakit, untuk menghasilkan urutan alternatif tanaman obat terbaik menggunakan metode TOPSIS, berdasarkan pengujian, sistem ini dapat mengimplementasikan perhitungan dengan metode TOSSIS dengan tingkat akurasi 100% untuk masing-masing jenis penyakit yang diuji. , dan kandungan yang dimiliki tanaman obat tersebut. oleh karena itu, penelitian ini mengusulkan sebuah sistem untuk mendukung keputusan tentang tanaman obat yang sesuai dengan kebutuhan mereka. Jenis penyakit yang telah diuji adalah diabetes, hipertensi, Kolesterol. Kandungan yang dimiliki oleh tanaman obat ini.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"apel adalah tanaman buah tahunan yang berasal dari daerah Asia Barat dengan iklim sub tropis, di Indonesia, apel mulai ditanam pada tahun 1934 dan berkembang pesat pada tahun 1960-an hingga saat ini. Apel di Kota Batu, Jawa Timur, merupakan buah yang menjadi ikon kota wisata ini, aplikasi sistem pakar berbasis web banyak digunakan oleh berbagai kalangan masyarakat, dan dapat mengambil keputusan dengan cepat merupakan nilai tambah dalam aplikasi Sistem Pakar. (CF) yang digunakan dalam penelitian ini adalah Certainty factor (CF), metode tersebut menyatakan tingkat kepercayaan dalam sebuah kejadian atau penilaian seorang pakar (D). aplikasi yang berkaitan dengan aplikasi yang relevansi (A) (B) , dan aplikasi tersebut (T) , dan saat ini - s dan sekarang `. untuk - dari ; sebagai aplikasi ( ).",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"mengidentifikasi produk hasil pertanian dan perkebunan secara otomatis dengan bantuan aplikasi pengolahan citra, pendukung identifikasi menggunakan bantuan media webcam sebagai pengambilan gambar tomat yang dibuat histogram warnanya, kemudian diidentifikasi menggunakan jaringan saraf tiruan agar komputer dapat memperoleh informasi citra dan dapat mengetahui jenis kematangan buah tersebut. Tingkat keberhasilan identifikasi kematangan buah tomat yang diperoleh menggunakan metode pembelajaran Perceptron memiliki tingkat keberhasilan 43,33%, sedangkan untuk setengah matang 6,66%, dan matang 26,66%. , 6,6 %, dan 26,6 6%. () (26,6 ) ( ). - _ (1) ` (a).",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"Ini menyediakan simulasi tes TOEFL iBT seperti halnya tes yang akan dihadapi, dan dapat membantu mahasiswa untuk mempersiapkan ujian TOEfl iBT dengan mengerjakan soal-soal yang ada pada aplikasi secara mandiri, selain berfungsi sebagai media informasi, web juga dapat digunakan sebagai media pembelajaran, misalnya pembelajaran Tes Bahasa Inggris sebagai Bahasa Asing (TOEFL). Tes ini terdiri dari empat sesi, Listening, Writing, Reading dan Speaking.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"Ini adalah salah satu solusi yang berfungsi untuk mempermudah pihak bank dalam memberikan kredit kepada nasabahnya dengan cara membandingkan data nasabah, sehingga dapat meminimalisir kesalahan pihak bank ketika memberikan kredit. Salah satu metode Sistem Pendukung Keputusan adalah metode Saw dengan konsep dasar untuk mencari penjumlahan tebobot dari rating kinerja pada setiap alternatif pada semua atribut atau kriteria nasabah, kemudian dilakukan proses pemeringkatan yang menentukan alternatif yang optimal, yaitu nasabah yang layak mendapatkan kredit. , dan sebagai penyalur kredit, bank memiliki peran penting untuk membantu masalah keuangan bagi masyarakat. Masyarakat, kelayakan kredit juga dipengaruhi oleh beberapa kriteria tertentu.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"Untuk mendeteksi kerusakan pada komponen mesin diesel PLTD, diperlukan sistem pakar berbasis desktop menggunakan dasar aturan (rule based reasoning) dengan metode forward chaining, yang dimaksudkan untuk membantu teknisi dalam mendeteksi kerusakan mesin diesel pltd dan juga digunakan untuk meringankan tugas seorang ahli (supervisor), yang dapat mengetahui dengan tepat tindakan yang akan dilakukan untuk mengatasi kerusakan tersebut. (Teks dengan relevansi EEA), dan untuk mengambil data di Poasia, Sulawesi Tenggara. , dan sebagai hasilnya adalah sebagai berikut: 1.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"Di Kampung Inggris, ada banyak lembaga pengajaran bahasa Inggris yang didirikan dan proses penentuan LBB (Lembaga Bimbingan Belajar) yang dilakukan calon siswa di Kampung Inggris Pare saat ini masih manual, yaitu calon siswa datang ke LBB secara langsung dan mendaftar di LBB yang diinginkan, memberikan alternatif keputusan yang membantu calon siswa dalam memilih LBB di kampung Inggris pare dengan sistem pendukung keputusan yang lebih mudah dan lebih mudah. - Sistem pendukung keputusan untuk pemilihan LBB pada Kampung Inggris di Pare, yang merupakan salah satu metode pengambilan keputusan yang memudahkan calon siswa untuk melakukan pemilihan Lbb. aplikasi ini menyediakan sistem dukungan keputusan yang mendukung keputusan yang diperlukan oleh calon siswa yang dipilih di masing-proses yang relevansi yang sesuai kebutuhan calon siswa pilihan yang dipilih oleh para siswa di mana yang dipilih. , yang disediakan oleh setiap langkah-masing-.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"Di Politeknik Negeri malang, pengolahan data alumni masih belum ada, sehingga alumni yang telah lulus masa studinya harus saling berkomunikasi baik dengan sesama alumni maupun dengan pihak kampus. Sistem ini juga telah diuji coba oleh beberapa pengguna dan hasilnya, setiap pengguna memiliki kemampuan untuk memproses data inventaris dengan mudah dan cepat. dan dapat diakses di mana saja dan kapan saja mereka inginkan.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"(FMADM) Simple Additive Weighting (SAW) adalah metode dari sistem pendukung keputusan yang dirancang dan dikembangkan untuk membantu dosen dalam menentukan mahasiswa berprestasi, berdasarkan hasil uji coba, aplikasi ini dapat membantu proses perhitungan untuk merangking mahasiswa berdasarkan kriteria yang dimiliki oleh masing-masing mahasiswa. Berdasarkan hasil pengujian, aplikasi tersebut dapat membantu dalam proses perhitungan dalam pemilihan mahasiswa berprestasi di Politeknik Negeri Maarang dengan kriteria yang dimilikinya.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"retrieval atau temu kembali informasi adalah sistem pencarian untuk menemukan kembali informasi, penelitian ini bertujuan untuk merancang dan mengimplementasikan sistem pencarian dokumen laporan penelitian untuk menemukan informasi dengan cepat dan efisien, dan dari hasil pencarian dapat diurutkan berdasarkan bobot informasinya. Hasil dari penelitian ini menunjukkan bahwa pembobotan kata dengan menggunakan TFIDF dapat me-retrieve dokumen yang relevan dengan query masukan pengguna. - Hasil dari studi menunjukkan bahwa bottlency - inverse document frequency (TF-IDF) dapat merestrukturisasi dokumen sesuai dengan cara yang relevansi data yang relevan.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"Di steganography, ada beberapa media digital yang dapat digunakan sebagai cover untuk menyembunyikan keberadaan pesan, seperti : citra, audio, teks, video, dalam tugas akhir ini, media cover yang digunakan adalah citra digital dengan format piksel 24-bit Metode Steganografi yang dimaksud adalah metode yang menempatkan informasi di dalam derau semu di seluruh cover image. , dan dari hasil uji coba terhadap beberapa citra uji, dapat diketahui bahwa citra yang baik untuk digunakan sebagai citra cover adalah citra yang memiliki kekontrasan yang tinggi. (2) - citra yang tepat. - (3) - tugas utama - tugas yang diinginkan. (1) - tujuan yang diinginkan - tugas - tugas tersebut.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"Di STAR Model Agency, sistem ini memberikan informasi mengenai data model, data pengajar, data klien, nilai model sebelum dan setelah treatment, statistika penilaian model, dan laporan data model yang diberikan kepada klien, tujuan utama dari sistem aplikasi ini adalah untuk memudahkan pihak manajemen agency dalam memilih dan memantau model yang akan diberikan kepada client dengan menggunakan metode monitoring yang tepat dan efektif. 2 tentang model yang dipilih dan dimonitor berdasarkan kategori yang diinginkan.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"GI adalah salah satu alternatif yang dapat diberikan oleh pihak kepolisian kepada masyarakat Kota malang untuk memberikan informasi tentang wilayah kriminalitas yang tersebar di peta berbasis web, dengan ikon yang berbeda, aplikasi ini dapat menampilkan pemetaan kriminalitas dengan warna yang berbeda sesuai dengan banyaknya kejahatan yang terjadi, dan aplikasi tersebut dapat menampilkan statistik kriminalitas setiap kecamatan selama satu tahun. , dan data kriminalitas di kota malang, sebagai kota pendidikan dan pariwisata, untuk meningkatkan kewaspadaan terhadap tindak pidana yang dapat terjadi dimana saja. - (A) (masyarakat) , ( Masyarakat ) s dari dalam ,. ` ( ) ` _ `.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"(QRCode) adalah jenis kode matriks atau barcode 2 dimensi yang digunakan untuk menyampaikan informasi dan mendapatkan respons dengan cepat. QRCode berfungsi sebagai “jembatan” penghubung cepat antara konten offline dan konten online, memungkinkan pengguna untuk berinteraksi dengan media yang ditempelinya melalui Smartphone secara efektif dan efisien. Tujuan dari penelitian ini adalah untuk membuat aplikasi Android Perpustakaan Politeknik Negeri malang.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"Ini adalah sistem aplikasi untuk menentukan siswa berprestasi pada sistem informasi akademik di SMP Negeri 1 Sangkapura untuk mencari siswa terbaik berdasarkan kriteria yang telah ditentukan menggunakan metode SAS (Simple Additive Weighting), dengan hasil yang diperoleh yaitu peringkat siswa berprestasi. Berdasarkan hasil uji coba yang dilakukan oleh pihak sekolah, Sistem Aplikasi Penentuan Siswa Berprestasi telah berhasil menerapkan perhitungan nilai dalam penentuan siswa berprestasi dengan hasil sebagai berikut: siswa berprestasi, siswa berprestasi dan siswa ekskuluritas yang diambil dari nilai raport. (Teks dengan relevansi EEA) - Sistem Aplikasi yang sesuai dengan tujuan yang optimal siswa berprestasi (siswa berprestasi) (sekolah).",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"(Technique for Order Preference by Similarity to Ideal Solution), dengan pembobotan setiap kriteria untuk penilaian kinerja karyawan, metode TOPSIS dilakukan dengan menghitung jarak kedekatan relatif untuk setiap alternatif, nilai kedekatan relatif tersebut diurutkan berdasarkan rangkingnya dan selanjutnya akan digunakan sebagai bahan pertimbangan atasan untuk kenaikan gaji atau kenaikan jabatan. hasil kerja, dan prestasi kerja. Hasil pengujian menunjukkan bahwa sistem ini telah berhasil menerapkan metode yang berbeda dari bobot yang ada di setiap kriteria, tanpa mempengaruhi hasil penilaian karyawan yang sudah ada. kompetensi, kompetensi, dan produktivitas kerja , dan kinerja karyawan yang relevansimetric , , yang relevance, dan Kinerja yang konsisten, kinerja, dan pencapaian kinerja yang telah diterapkan pada karyawan.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"(KBPR Amanah Kepanjen merekrut Account Officer sebagai surveyor lapangan untuk melihat kondisi riil calon debitur, dan kemudian data hasil survei diberikan kepada bagian kredit untuk diperiksa, sehingga pengambilan keputusan tentang kelayakan pengajuan kredit menjadi lebih sulit dan memerlukan kehati-hatian yang tinggi dari pengambil keputusan. , aplikasi ini tidak menggantikan peran Bagian Kredit sebagai pengambil keputusan, tetapi dapat menjadi pendamping pengambilan keputusan mengenai kelayakan pengajuan pinjaman di KBP Amanah. Berdasarkan hasil pengujian tersebut, tingkat keakuratan SPK dalam penelitian ini mencapai 97,78%. (3) (2) ) ( ) a () ` `. dari oleh , (Amanah) , dan kelayakan kredit (a). - (e) / (p ). Keputusan (D) nya; (1) KP ( PPK) :.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2014,"Untuk mengatasinya, sistem pakar dikembangkan dengan menganalisis gejala penyakit yang diinputkan yang kemudian diproses menggunakan kaidah produksi dan perhitungan CF, hasil diagnosis sistem menunjukkan kemungkinan penyakit yang diderita kelinci dan memberikan solusi penanganan pada penyakit dengan nilai CF terbesar. Ketepatan output sistem dibuktikan dengan hasil validitas sistem dengan pakar. (CF) - hasil dari suatu gejala dengan penyakit yang bersangkutan. , yang merupakan hasil dari validitas Sistem dengan Pakar (CFC). tentang bagaimana sistem dapat bekerja dalam ketidakpastian. pendekatan yang diperlukan ( CFC) ( ) s.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"(INAICTA) 2013 merupakan kompetisi karya cipta kreativitas dan inovasi di bidang TIK (Teknologi Informasi dan Komputer) terbesar di Indonesia, yang bertujuan untuk terus mendorong perkembangan produk TIK lokal dengan meningkatkan kualitas dan inovasi produk, sehingga sistem pendeteksi kemiripan karya pada INAICta 2013 ini akan menghasilkan urutan tingkat kemiripan karya yang dibuat oleh para juri atau tim penilai berdasarkan penjelasan ringkas dari karya para peserta. , sehingga Sistem Pendeteksi Kesamaan Karya (Similarity) karya yang dihasilkan oleh para peserta dalam jumlah yang meningkat secara signifikansimetricr (VSM) (S) yang relevansi TIK yang mirip (SI) s ( ) ` `. `` yang lebih lanjut inovasi produk.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"Di sekolah, orangtua siswa sangat terbatas dalam memantau kegiatan belajar putra-putrinya disekolah, apalagi untuk orang tua siswa yang bekerja di luar kota, sangat sulit bagi siswa untuk mendapatkan informasi nilai dan absensi secara langsung dari pihak sekolah, selain itu sistem ini dapat membantu siswa untuk terhindar dari teguran keras dari sekolah karena absensi dan nilai akademik mereka yang menurun. , dengan adanya sistem informasi akademik siswa menggunakan notifikasi SMS ini akan lebih memudahkan para siswa dalam mendapatkan informasi tentang nilai maupun absensi mereka yang dikirim melalui SMS.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"Di SPBU (Stasiun Pengisian Bahan Bakar Umum)Sera KM 25, pengembangan aplikasi keuangan yang saat ini sedang berlangsung dibangun dengan menggunakan Visual Studio 2010 dan SQL Server 2008. Berdasarkan pengujian yang dilakukan, sistem yang dibangun dapat menyelesaikan masalah yang ada dalam sistem yang ada saat ini. data yang diproses di bawah sistem yang sedang berjalan yang tidak efisien dan tidak akurat. informasi yang dihasilkan dari sistem yang lama dapat diselesaikan dengan membangun sistem baru yang lebih efektif dan lebih akurat. , dan data yang dihasilkan oleh sistem yang sudah ada. - Masalah yang telah terjadi pada sistem yang telah digunakan untuk tujuan.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2014,"(1) Pengembangan sistem dilakukan berdasarkan tahapan pada metode pengembangan sistem waterfall, sedangkan penerapannya didasarkan pada analisis desain sistem yang telah dilakukan, sistem tersebut menghasilkan sistem informasi dengan layanan data dari masing-masing program studi, data akreditasi, data jumlah mahasiswa, data prestasi, data dosen, kerjasama dalam negeri, data kerjasama luar negeri, dan perhitungan kinerja dengan metode KPI (Key Performance Indicators) yang dapat memberikan penilaian kinerja yang lebih baik di Politeknik Negeri MALANG, berdasarkan hasil penelitian tersebut disimpulkan bahwa sistem informasi ini sesuai dengan kebutuhan untuk penyusunan LAP. (2) ( ) ) - (a) ` , yang telah diterapkan pada sistem yang sudah dilakukan oleh (T) , Sistem Informasi yang telah dilaksanakan. , dan aplikasi yang telah digunakan (A) /sistem yang relevansi (D).",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"Untuk saat ini, pembuatan jadwal perawatan mobil di rental mobil _maytrans masih berupa pencatatan pada buku pengelola, sehingga tidak akan ada lagi penumpukan jadwal perawatan kendaraan yang melebihi 3 mobil per hari, serta dilengkapi dengan estimasi biaya penggantian komponen mobil, penjadwalan perawatan otomatis dan hasil dari pengaturan perawatan mobil tersebut telah optimal sesuai dengan peraturan yang telah ditetapkan oleh pengelola rental. , sehingga optimalisasi jadwal pemeliharaan mobil yang telah dibuat sudah optimal. 000,- ,- aplikasi yang dibuat oleh pengelola. - aplikasi yang telah optimalisasi pengaturan jadwal perawatan yang telah diterapkan oleh sistem yang terakhir.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2014,"(1) Sistem pencatatan poin pelanggaran siswa di SMA Negeri 1 Purwosari terus bertambah dari tahun ke tahun, dengan berbagai macam pelanggaran yang dilakukan, sistem pencatatan pelanggaran ini menggunakan metode penjumlahan dari setiap komponen pelanggaran, yaitu komponen sikap dan perilaku, komponen kerajinan dan komponen kerapian, sehingga sistem informasi tersebut juga dapat menghasilkan informasi tersebut secara efisien dan efektif, untuk mengetahui tingkat pelanggaran siswa yang dilakukan. , dengan demikian dapat mendukung keputusan guru Bimbingan Konseling yang memberikan penilaian terhadap pelanggaran siswa dalam lingkungan sekolah sebagai pendukung keputusan guru bimbingan konseling (BK) , sehingga dapat menentukan tingkat pelanggaran yang sesuai dengan baik siswa di sekolah (B). - sekolah , dan seterusnya , sebagai berikut , yang dilakukan oleh siswa.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"(Simple Multi-Attribute Rating Technique) adalah metode pengambilan keputusan multi-kriteria yang didasarkan pada teori bahwa setiap alternatif terdiri dari sejumlah kriteria yang memiliki nilai dan setiap kriteria memiliki bobot yang menggambarkan seberapa penting mereka dibandingkan dengan kriteria lain, untuk membantu dan mempermudah pihak manajemen dalam melakukan proses penilaian dan menentukan kategori karyawan berprestasi untuk setiap bulannya, aplikasi ini telah dirancang dan dikembangkan untuk tujuan membantu dan memudahkan pihak manajemen untuk melakukan penilaian kinerja karyawan dengan menggunakan metode SMART, sesuai dengan kebutuhan dan pedoman yang ditetapkan oleh Instansi tersebut dalam mencapai keputusan tersebut). Keputusan tersebut harus dilakukan secara manual, dan orientasi tujuan (SMART) (MET) - kriteria yang relevansimetric ( ) ) ` , aplikasi tersebut aplikasi tersebut aplikasi tersebut. aplikasi tersebut di atas dasar yang lain (a) , dan aplikasi ini.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2014,"Di Politeknik Negeri, dalam hal ini Program Studi Teknik Informatika, banyak metode yang digunakan dalam pengembangan perangkat lunak, salah satunya adalah metode FAST (Framework for the Application of System Technique), yang merupakan metode pengembangan aplikasi yang menggabungkan beberapa teknik pengembangan aplikasi lainnya, sedangkan berdasarkan hasil pengujian fungsional, aplikasi ini sangat mudah digunakan, 85% pengguna aplikasi ini mudah digunakan dan 10% pengguna mengatakan bahwa aplikasi ini sulit digunakan. - Aplikasi ini harus dibuat laporan skripsi berdasarkan disiplin ilmu yang telah diperoleh selama proses perkuliahan di perguruan tinggi, aplikasi tersebut harus dibuat sulit. - aplikasi ini harus digunakan oleh pengguna aplikasi itu sulit digunakan aplikasi ini. aplikasi ini membutuhkan aplikasi ini. aplikasi yang penting untuk aplikasi ini, aplikasi yang digunakan, aplikasi. aplikasi dapat digunakan pada aplikasi yang relevansi.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2014,"stock opname memberikan informasi mengenai barang yang ada di gudang, antara lain jumlah barang dan detail barang berupa merk dan nomor seri barang, yang ditampilkan secara mobile melalui aplikasi berbasis sistem operasi Android. Selain itu, juga disediakan fitur pencarian dan filter data untuk memudahkan pencarian barang dan fitur untuk mencetak laporan dari data tersebut. Ada juga fitur transaksi masuk dan transaksi keluar sebagai proses untuk melakukan pembelian barang dari supplier dan penjualan barang kepada bengkel yang membutuhkan. ( 1 ) OJ L 127, 7. 3 ( ) (1) s - barang. barang yang bersangkutan produk yang diperlukan.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2014,"(1) Tujuan utama dari aplikasi ini adalah untuk membantu pegawai dalam melakukan forecasting, menggunakan analisa runtut waktu (Time Series Analysis). Variabel yang digunakan hanya satu parameter untuk perhitungannya, sehingga dapat disebut metode Single Moving Average Method, yang menghasilkan nilai kesalahan yang cukup besar, melebihi standar deviasinya, dengan adanya data penjualan tempo hari, pegawai dapat memperkirakan jumlah barang sesuai dengan hasil peramalan tersebut. pola data yang bersifat siklis, dan karenanya tidak tepat untuk diterapkan pada pola data siklikal. pola angka kesalahan yang tidak sesuai dengan pola data penjualan tersebut harus diterapkan pada data penjualan yang akan menjadi lebih tepat untuk tujuan aplikasi ini. pola yang akan tetapi untuk pola data tersebut. pola sikilis - data yang relevansi - sikis.",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"( 1 ) Penelitian ini bertujuan untuk membuat Sistem Informasi Data Keuangan Laporan Akuntabilitas Kinerja (LAKIP) Politeknik Negeri malang berbasis web untuk memudahkan dalam pembuatan laporan akuntabilitas kinerja di Politeknik Negeri, yang sebelumnya data akuntabilitas masih manual, hasil dari sistem informasi ini adalah untuk membantu dalam pembuatan Laporan Laporan Kinerja Instansi Pemerintah (Lakip), dengan menggunakan bahasa pemrograman PHP yang diguankan untuk mengembangkan perangkat dan menggunakan mysql sebagai basis data. - Sistem Informasi ini diharapkan dapat membantu dalam penyusunan laporan kinerja Instansi Pemerintah. Laporan Kinerja Institusi Pemerintah ).",ai
